UserId,"Recommended Listing,Rating"
244985658,"[(28351128, 5), (18987793, 5), (31049768, 5), (38530244, 5), (26172294, 5), (30308857, 5), (39231143, 5), (33100626, 5), (41396609, 5), (43402514, 5), (32881007, 5), (37853342, 5), (21036806, 5), (30378589, 5), (36663454, 5), (17531250, 5), (43685560, 5), (31763537, 5), (6234914, 5), (21266229, 5)]"
160717035,"[(32902030, 4.905498712444106), (23180534, 4.892032603828272), (34825278, 4.890178919847495), (24413485, 4.887820066085339), (38219757, 4.87424406575729), (23804016, 4.870586346585693), (24195848, 4.870369307295675), (40211428, 4.868053039616934), (44078537, 4.865897760144043), (29343891, 4.864508593984083), (39264230, 4.864405454707323), (27538401, 4.863701774118885), (31320869, 4.863533947753266), (17770297, 4.8633782302456865), (21899289, 4.862133640425318), (39077715, 4.860018177620631), (33502399, 4.859462066577829), (29913577, 4.85942970671541), (22440323, 4.857327203274875), (11535208, 4.856035692362395)]"
303574329,"[(22486307, 5), (20529984, 5), (18987793, 5), (31082839, 5), (7907152, 5), (30308857, 5), (37349609, 5), (39231143, 5), (33100626, 5), (3641989, 5), (43402514, 5), (32881007, 5), (21036806, 5), (30378589, 5), (28008376, 5), (21807270, 5), (45034183, 5), (38376541, 5), (32902030, 5), (32027859, 5)]"
347733283,"[(20529984, 5), (30657016, 5), (24464203, 5), (18987793, 5), (31082839, 5), (26172294, 5), (30308857, 5), (36625697, 5), (37349609, 5), (39231143, 5), (39472341, 5), (8869099, 5), (33100626, 5), (6080769, 5), (43511468, 5), (41396609, 5), (37136683, 5), (43402514, 5), (30803083, 5), (32881007, 5)]"
59969626,"[(30378589, 5), (21037862, 5), (45034183, 5), (6234914, 5), (32902030, 5), (29343891, 5), (35291844, 5), (21710865, 5), (30520969, 5), (22265934, 5), (35562663, 5), (35620383, 5), (22281095, 5), (20891118, 5), (36458090, 5), (40786299, 5), (38965618, 5), (24195848, 5), (41052665, 5), (40597745, 5)]"
162273617,"[(33431103, 5), (18987793, 5), (33996950, 5), (7907152, 5), (30308857, 5), (39231143, 5), (41396609, 5), (43402514, 5), (21036806, 5), (30378589, 5), (22440323, 5), (45034183, 5), (18495897, 5), (32902030, 5), (36649237, 5), (29343891, 5), (21036353, 5), (34835260, 5), (34190909, 5), (1274688, 5)]"
79410943,"[(40211428, 4.854557523787942), (24413485, 4.848838315980226), (34463765, 4.835557590175077), (17770297, 4.834848682789556), (33502399, 4.826911384623936), (23636276, 4.826123707186133), (21899289, 4.824821089214915), (11535208, 4.821878433480967), (38111589, 4.819523500745089), (29343891, 4.818759222581542), (18232869, 4.815896429790081), (36513198, 4.810548629140632), (29913577, 4.809809313546299), (19106073, 4.807540696247234), (37642263, 4.8073263702836355), (44078537, 4.806587189484698), (36778353, 4.80271340048837), (32902030, 4.801349155717942), (24959348, 4.8001106525824815), (30308857, 4.800056068295654)]"
164762231,"[(18987793, 5), (31082839, 5), (33996950, 5), (30308857, 5), (37349609, 5), (39231143, 5), (39472341, 5), (33100626, 5), (41396609, 5), (37136683, 5), (43402514, 5), (37774465, 5), (32881007, 5), (21036806, 5), (34556071, 5), (30378589, 5), (31093143, 5), (28008376, 5), (21807270, 5), (24289481, 5)]"
253094561,"[(18987793, 5), (31082839, 5), (33996950, 5), (26172294, 5), (30308857, 5), (37349609, 5), (39472341, 5), (22203659, 5), (41396609, 5), (19884490, 5), (43402514, 5), (32881007, 5), (21036806, 5), (30378589, 5), (28008376, 5), (21807270, 5), (36663454, 5), (43685560, 5), (45034183, 5), (20705232, 5)]"
24712629,"[(20529984, 5), (33431103, 5), (24464203, 5), (18987793, 5), (31082839, 5), (30308857, 5), (37349609, 5), (39231143, 5), (31194488, 5), (43511468, 5), (41396609, 5), (37136683, 5), (43402514, 5), (32881007, 5), (21036806, 5), (34556071, 5), (30378589, 5), (31093143, 5), (28008376, 5), (21807270, 5)]"
253780767,"[(33431103, 5), (31082839, 5), (33996950, 5), (26172294, 5), (30308857, 5), (33100626, 5), (4112671, 5), (41396609, 5), (43402514, 5), (32881007, 5), (21036806, 5), (34556071, 5), (30378589, 5), (31093143, 5), (28008376, 5), (21807270, 5), (36663454, 5), (24289481, 5), (17531250, 5), (43685560, 5)]"
16765800,"[(18987793, 5), (31082839, 5), (30308857, 5), (37349609, 5), (39231143, 5), (39472341, 5), (34002480, 5), (33100626, 5), (41396609, 5), (43402514, 5), (37774465, 5), (32881007, 5), (21817661, 5), (21036806, 5), (34556071, 5), (34032190, 5), (30378589, 5), (31093143, 5), (28008376, 5), (21807270, 5)]"
67183370,"[(16180606, 4.833477844816639), (29913577, 4.824981628050289), (18106757, 4.815640099172227), (17296628, 4.810357184997754), (24413485, 4.80649559825798), (40211428, 4.805741264589768), (24151308, 4.802047849531044), (35592647, 4.801617943574455), (34463765, 4.794465742518218), (20355785, 4.791949218397504), (43021647, 4.790064874396325), (28796144, 4.789808693291437), (24195848, 4.788098659863737), (11535208, 4.785966442488844), (32647121, 4.785799119410643), (21899289, 4.784727040508824), (32909702, 4.784705278220596), (33502399, 4.783459409138909), (24959348, 4.783381816930523), (27538401, 4.782902535405712)]"
51611386,"[(30308857, 5), (39231143, 5), (8869099, 5), (41396609, 5), (43402514, 5), (21036806, 5), (30378589, 5), (21807270, 5), (43685560, 5), (43686365, 5), (32902030, 5), (36649237, 5), (26892483, 5), (29343891, 5), (21036353, 5), (20460717, 5), (22254099, 5), (30520969, 5), (22265934, 5), (35562663, 5)]"
4593361,"[(33431103, 5), (31082839, 5), (31049768, 5), (30308857, 5), (39665327, 5), (24535411, 5), (22203659, 5), (8869099, 5), (33100626, 5), (40624032, 5), (34405037, 5), (37136683, 5), (43402514, 5), (32881007, 5), (21817661, 5), (21036806, 5), (34556071, 5), (30378589, 5), (31093143, 5), (21807270, 5)]"
268800265,"[(33896167, 4.7688511305927825), (36120448, 4.748746647741692), (40211428, 4.718490198783836), (24959348, 4.708694531656035), (23180534, 4.706642394974281), (29913577, 4.705379866401417), (20355785, 4.705147531042834), (29712378, 4.704543321951051), (29805314, 4.700363000236443), (24413485, 4.6968656728573555), (36710669, 4.688234172092108), (26078552, 4.687362648516495), (37642263, 4.684283574432059), (32902030, 4.683482915605557), (34463765, 4.682788101288226), (21899289, 4.682041273732083), (39062536, 4.680431512084996), (39077715, 4.680347756564735), (38987717, 4.679130994955089), (41141969, 4.676430185327336)]"
299491044,"[(18987793, 5), (30308857, 5), (41396609, 5), (43402514, 5), (30803083, 5), (21036806, 5), (30378589, 5), (24289481, 5), (43685560, 5), (32902030, 5), (29343891, 5), (34835260, 5), (22265934, 5), (22281095, 5), (36458090, 5), (24195848, 5), (31994455, 5), (22350458, 5), (34157577, 5), (38882903, 5)]"
266206307,"[(33431103, 5), (30308857, 5), (39231143, 5), (33100626, 5), (41396609, 5), (43402514, 5), (32881007, 5), (21036806, 5), (30378589, 5), (36663454, 5), (43685560, 5), (22440323, 5), (45034183, 5), (43686365, 5), (32902030, 5), (36649237, 5), (26892483, 5), (29343891, 5), (21036353, 5), (18152192, 5)]"
270646078,"[(30308857, 5), (43402514, 5), (30378589, 5), (45034183, 5), (32902030, 5), (29343891, 5), (22254099, 5), (34190909, 5), (22281095, 5), (36458090, 5), (24195848, 5), (31092170, 5), (40597745, 5), (34157577, 5), (27721273, 5), (23248822, 5), (34429738, 5), (33943284, 5), (2030335, 5), (22707622, 5)]"
299248009,"[(29343891, 5), (19841102, 5), (23804016, 5), (33502399, 5), (29913577, 5), (40211428, 5), (24413485, 5), (39065492, 4.991193568528656), (18232869, 4.991161009066547), (15926596, 4.988519294523031), (21899289, 4.988051647337095), (39077715, 4.987015574723475), (7470443, 4.985712071833083), (32902030, 4.984762251159258), (21404609, 4.9843663571212815), (22281095, 4.9838995221263005), (37793613, 4.983769034121276), (24195848, 4.980680379521129), (29136376, 4.980538073462947), (30704998, 4.9789629244810465)]"
162805638,"[(31082839, 5), (25920144, 5), (30308857, 5), (41396609, 5), (43402514, 5), (21036806, 5), (30378589, 5), (45034183, 5), (32902030, 5), (26892483, 5), (29343891, 5), (21036353, 5), (33957395, 5), (22637290, 5), (25090374, 5), (34520515, 5), (33680124, 5), (22281095, 5), (36458090, 5), (16231978, 5)]"
32097829,"[(30308857, 5), (41396609, 5), (43402514, 5), (21036806, 5), (30378589, 5), (45034183, 5), (32902030, 5), (29343891, 5), (21036353, 5), (22281095, 5), (36458090, 5), (24195848, 5), (22350458, 5), (34157577, 5), (33896167, 5), (21371584, 5), (33943284, 5), (22944804, 5), (34481226, 5), (22707622, 5)]"
333909572,"[(28351128, 5), (36625697, 5), (30378589, 5), (43685560, 5), (35045581, 5), (41354727, 5), (29343891, 5), (25090374, 5), (22281095, 5), (24399664, 5), (39096092, 5), (42987301, 5), (41246783, 5), (24195848, 5), (41052665, 5), (34157577, 5), (37654533, 5), (34213315, 5), (29598574, 5), (33896167, 5)]"
91032463,"[(18987793, 5), (31082839, 5), (30308857, 5), (33100626, 5), (43402514, 5), (30803083, 5), (32881007, 5), (21036806, 5), (30378589, 5), (21807270, 5), (43685560, 5), (22440323, 5), (19023826, 5), (21266229, 5), (32902030, 5), (36649237, 5), (26892483, 5), (29343891, 5), (21036353, 5), (39182671, 5)]"
129179117,"[(22486307, 5), (30308857, 5), (41396609, 5), (43402514, 5), (21036806, 5), (43685560, 5), (32902030, 5), (38614865, 5), (29343891, 5), (34835260, 5), (22637290, 5), (25090374, 5), (22281095, 5), (38081694, 5), (36458090, 5), (42987301, 5), (24195848, 5), (31994455, 5), (22350458, 5), (40597745, 5)]"
130495424,"[(40437593, 5), (22486307, 5), (30657016, 5), (24464203, 5), (18987793, 5), (33996950, 5), (30308857, 5), (37349609, 5), (30699765, 5), (39231143, 5), (39472341, 5), (39190622, 5), (33100626, 5), (30904180, 5), (3641989, 5), (14763247, 5), (23316210, 5), (43511468, 5), (41396609, 5), (21817589, 5)]"
90563533,"[(22486307, 5), (18987793, 5), (31082839, 5), (31049768, 5), (33996950, 5), (26172294, 5), (30308857, 5), (37349609, 5), (34843004, 5), (24535411, 5), (8869099, 5), (37572234, 5), (29742615, 5), (31194488, 5), (34405037, 5), (41396609, 5), (19884490, 5), (43402514, 5), (30803083, 5), (32881007, 5)]"
125282290,"[(40437593, 5), (28351128, 5), (18987793, 5), (38530244, 5), (30308857, 5), (30699765, 5), (39231143, 5), (39472341, 5), (24535411, 5), (22203659, 5), (30904180, 5), (3641989, 5), (31194488, 5), (43511468, 5), (41396609, 5), (37136683, 5), (43402514, 5), (37774465, 5), (30803083, 5), (32881007, 5)]"
87182208,"[(24413485, 4.9695157947445825), (40211428, 4.966817805787936), (29913577, 4.942970215946252), (24195848, 4.940665483351878), (33502399, 4.940098963554988), (29343891, 4.933756992416762), (11535208, 4.931010802413825), (17770297, 4.929260789589861), (21899289, 4.92840747539047), (30308857, 4.926461267988383), (32902030, 4.926201878582618), (27481060, 4.925733540430763), (35921821, 4.919373720222988), (39065492, 4.915239478695176), (29136376, 4.913117020060023), (41396609, 4.913056536007435), (41861593, 4.911864926741107), (9497422, 4.911440384052988), (44078537, 4.909433701870149), (24151308, 4.908226992534676)]"
141117831,"[(28351128, 5), (18987793, 5), (30308857, 5), (39472341, 5), (33100626, 5), (41396609, 5), (43402514, 5), (21036806, 5), (30378589, 5), (28008376, 5), (21807270, 5), (36663454, 5), (17531250, 5), (45034183, 5), (18495897, 5), (32902030, 5), (26892483, 5), (29343891, 5), (21036353, 5), (22254099, 5)]"
186706087,"[(40211428, 4.911753374837515), (29913577, 4.910954389110223), (28564681, 4.892817647288578), (36806697, 4.890902403190526), (24413485, 4.88757314997527), (24195848, 4.887422287781292), (32902030, 4.885645421366326), (30833751, 4.879794934029942), (33088991, 4.874965516934634), (21404609, 4.874548398018014), (24959348, 4.871122238122984), (29343891, 4.869401567318744), (21899289, 4.865166999967275), (18232869, 4.864292879074562), (11535208, 4.864274021218766), (33502399, 4.864241469476494), (36710669, 4.86113640743164), (40416479, 4.8598841793443945), (29136376, 4.858217212786136), (27538401, 4.857220643521782)]"
40466735,"[(30657016, 5), (33431103, 5), (4864111, 5), (30308857, 5), (39472341, 5), (40624032, 5), (43402514, 5), (30378589, 5), (24289481, 5), (43685560, 5), (22440323, 5), (45034183, 5), (43686365, 5), (6234914, 5), (32902030, 5), (26892483, 5), (29343891, 5), (21036353, 5), (32407543, 5), (25504495, 5)]"
61459902,"[(40437593, 5), (18987793, 5), (31049768, 5), (37043665, 5), (30308857, 5), (37349609, 5), (31867822, 5), (30699765, 5), (39231143, 5), (39190622, 5), (22203659, 5), (37572234, 5), (33100626, 5), (30904180, 5), (28933417, 5), (43511468, 5), (41396609, 5), (37136683, 5), (43402514, 5), (30803083, 5)]"
21453820,"[(25920144, 5), (26172294, 5), (30308857, 5), (34843004, 5), (22203659, 5), (28933417, 5), (37136683, 5), (43402514, 5), (21036806, 5), (30378589, 5), (22440323, 5), (45034183, 5), (26677921, 5), (32902030, 5), (40500264, 5), (29343891, 5), (21036353, 5), (24861849, 5), (34515389, 5), (22265934, 5)]"
199822690,"[(33431103, 5), (18987793, 5), (31082839, 5), (33996950, 5), (30308857, 5), (37349609, 5), (39231143, 5), (39472341, 5), (39190622, 5), (33100626, 5), (43511468, 5), (41396609, 5), (21817589, 5), (37136683, 5), (32778335, 5), (43402514, 5), (37774465, 5), (30803083, 5), (32881007, 5), (21817661, 5)]"
10885498,"[(32902030, 5), (29343891, 5), (24195848, 5), (18232869, 5), (17770297, 5), (11535208, 5), (24151308, 5), (44078537, 5), (23804016, 5), (33502399, 5), (39065492, 5), (29913577, 5), (40211428, 5), (21404609, 5), (21899289, 5), (24413485, 5), (27263823, 4.998693714228381), (24959348, 4.998689865884882), (29136376, 4.997853322539492), (27538401, 4.9945574760113844)]"
29407095,"[(38806286, 4.456088438968555), (32296675, 4.440566645078345), (23804016, 4.433323431550537), (32902030, 4.4036705890933865), (29913577, 4.39756681194284), (11350161, 4.395119628993596), (33842213, 4.394289518923581), (39913943, 4.3911340558622305), (21858187, 4.39003495576545), (40211428, 4.386223563510757), (31320869, 4.385192111209869), (17664920, 4.380926215179015), (35774645, 4.377600167909979), (5808711, 4.376959761588918), (37349609, 4.37512115706156), (25090374, 4.374528445789641), (23829728, 4.373038489784248), (21260160, 4.372172452972972), (38470744, 4.370065085144523), (37654533, 4.368632901080025)]"
63788263,"[(32902030, 4.852192820785325), (40211428, 4.849683754630484), (24413485, 4.843518471745714), (33502399, 4.822922310160594), (29343891, 4.8201839900644465), (29913577, 4.819418810417799), (21899289, 4.81725256179494), (23804016, 4.815774492757088), (17770297, 4.814393595649059), (33896167, 4.81262238726357), (18232869, 4.81212195821242), (39065492, 4.81167356216596), (23180534, 4.809582540056348), (44078537, 4.808363043541278), (35921821, 4.806770616423931), (39077715, 4.80075398843603), (30308857, 4.797585284994842), (9497422, 4.796117820422811), (41861593, 4.79596852559578), (11535208, 4.795779284816095)]"
357008,"[(28351128, 5), (30657016, 5), (33431103, 5), (18987793, 5), (31082839, 5), (30308857, 5), (36625697, 5), (37349609, 5), (30699765, 5), (39231143, 5), (39472341, 5), (39190622, 5), (34193824, 5), (31194488, 5), (43511468, 5), (41396609, 5), (21817589, 5), (32778335, 5), (43402514, 5), (37774465, 5)]"
9775207,"[(33431103, 5), (24464203, 5), (18987793, 5), (31082839, 5), (33996950, 5), (30308857, 5), (6080769, 5), (29742615, 5), (37136683, 5), (43402514, 5), (32881007, 5), (21036806, 5), (34556071, 5), (30378589, 5), (21807270, 5), (36663454, 5), (17531250, 5), (43685560, 5), (45034183, 5), (32076337, 5)]"
264974456,"[(30308857, 5), (31194488, 5), (41396609, 5), (43402514, 5), (21036806, 5), (30378589, 5), (43685560, 5), (22440323, 5), (45034183, 5), (32902030, 5), (26892483, 5), (29343891, 5), (21036353, 5), (34835260, 5), (22637290, 5), (33680124, 5), (22281095, 5), (36458090, 5), (24195848, 5), (31994455, 5)]"
590290,"[(30308857, 5), (41396609, 5), (43402514, 5), (21036806, 5), (30378589, 5), (43685560, 5), (45034183, 5), (32902030, 5), (26892483, 5), (29343891, 5), (21036353, 5), (18152192, 5), (22281095, 5), (36458090, 5), (24195848, 5), (31994455, 5), (22350458, 5), (34157577, 5), (24398643, 5), (23248822, 5)]"
40797364,"[(31082839, 5), (30308857, 5), (39231143, 5), (39472341, 5), (43402514, 5), (30378589, 5), (24289481, 5), (43685560, 5), (32902030, 5), (29343891, 5), (22254099, 5), (33957395, 5), (22281095, 5), (36458090, 5), (24195848, 5), (31994455, 5), (22350458, 5), (34157577, 5), (33896167, 5), (33943284, 5)]"
105813441,"[(30308857, 5), (36458090, 5), (38507046, 5), (33896167, 5), (37642263, 5), (13130232, 5), (34463765, 5), (16180606, 5), (30833751, 5), (24151308, 5), (23804016, 5), (29913577, 5), (40211428, 5), (21404609, 5), (21899289, 5), (6264407, 5), (24413485, 5), (15926596, 4.999779951210254), (29343891, 4.998970893735288), (18232869, 4.997693276151753)]"
38803554,"[(24413485, 4.846600821946763), (40211428, 4.844529767908189), (29913577, 4.8327446918467105), (23804016, 4.831040451897461), (33502399, 4.82503242617941), (29343891, 4.822607462596055), (24195848, 4.822600813031303), (23180534, 4.819244662505888), (21899289, 4.817936550513125), (36458090, 4.817375358361458), (17770297, 4.816935413168891), (11535208, 4.8156339920576965), (38806286, 4.815367123234154), (32902030, 4.814973003089937), (18232869, 4.8107649425122805), (22281095, 4.809399273161684), (27538401, 4.80936429653889), (21404609, 4.806201356854184), (28564681, 4.800201402237098), (39065492, 4.799960157247825)]"
95060808,"[(22486307, 5), (24464203, 5), (18987793, 5), (30308857, 5), (33100626, 5), (40624032, 5), (41396609, 5), (43402514, 5), (30803083, 5), (39735718, 5), (32881007, 5), (21036806, 5), (34556071, 5), (30378589, 5), (31093143, 5), (28008376, 5), (21807270, 5), (18529864, 5), (26559777, 5), (43685560, 5)]"
21065817,"[(18987793, 5), (30308857, 5), (43402514, 5), (21036806, 5), (30378589, 5), (43685560, 5), (45034183, 5), (32902030, 5), (26892483, 5), (29343891, 5), (21036353, 5), (34835260, 5), (22281095, 5), (36458090, 5), (42987301, 5), (38988381, 5), (24195848, 5), (31994455, 5), (22350458, 5), (34157577, 5)]"
53627736,"[(32825353, 4.895005182650752), (25090374, 4.863075526018797), (24413485, 4.847358510147256), (32669301, 4.847016290785859), (32296675, 4.8449760250201255), (20809597, 4.839218276082698), (23804016, 4.8326104765563), (26518100, 4.8270965967538055), (6392753, 4.825069114022326), (36660161, 4.821120792991868), (22254099, 4.8203351713819576), (33502399, 4.817333129119212), (40211428, 4.816471098602034), (26759294, 4.8153807698936), (36958883, 4.809934018295259), (37935504, 4.804459864676247), (27538401, 4.802495098871008), (22944804, 4.8014834516750655), (20427360, 4.801139614923924), (32902030, 4.800205784251027)]"
94820917,"[(27481060, 4.8507256995999875), (29913577, 4.834543957744298), (38111589, 4.815231020952615), (32902030, 4.798275311681903), (38265921, 4.769546864793557), (36710669, 4.769407122030882), (45092653, 4.765981633295174), (40211428, 4.765858867762897), (24413485, 4.7638689566462835), (35180209, 4.7603500745685965), (24151308, 4.75789294532081), (17770297, 4.756480499747536), (22281095, 4.755120990645829), (29343891, 4.753461374988568), (33502399, 4.751987099578547), (24195848, 4.751443980688512), (18232869, 4.750123474707487), (32669301, 4.749686824406495), (29244022, 4.748119751365824), (24209540, 4.746880409970973)]"
155810034,"[(27481060, 5), (40171430, 4.9913052422178055), (29913577, 4.988110430737), (21404609, 4.9839526080688294), (40211428, 4.972675920597384), (38882903, 4.970900701907483), (24413485, 4.970307230238807), (21899289, 4.963766981657564), (33502399, 4.962206623280102), (33168904, 4.956016065334439), (29343891, 4.95463543387965), (36606721, 4.953713444766261), (36958883, 4.95338909875371), (5808711, 4.950950006354977), (36753464, 4.949941642616353), (37719722, 4.949343741344729), (27538401, 4.948924075816408), (30191324, 4.948256580353709), (18232869, 4.947599437249406), (27263823, 4.945828908051854)]"
18851792,"[(40211428, 4.894795426515293), (38470744, 4.884799640241261), (21941132, 4.881626378356409), (33957395, 4.879721835280152), (26078552, 4.87514968832353), (20355785, 4.874141944956605), (32902030, 4.874050046349356), (45034183, 4.873288466528942), (11350161, 4.871383954943888), (30704998, 4.869827280237811), (27538401, 4.868936039749204), (22637290, 4.86299101460207), (29136376, 4.862346004587257), (13130232, 4.861767065837368), (35921821, 4.860495515150082), (35949609, 4.858014968967734), (21404609, 4.857105503661022), (21403772, 4.856065912825294), (11535208, 4.855289399326671), (32505333, 4.854762636136557)]"
186874354,"[(31049768, 5), (7907152, 5), (30308857, 5), (37349609, 5), (43402514, 5), (21036806, 5), (21807270, 5), (22440323, 5), (45034183, 5), (31763537, 5), (29804597, 5), (32902030, 5), (32027859, 5), (16629353, 5), (26892483, 5), (29343891, 5), (32644095, 5), (21036353, 5), (18959108, 5), (25504495, 5)]"
59572990,"[(20529984, 5), (28351128, 5), (18987793, 5), (31082839, 5), (33996950, 5), (30308857, 5), (37349609, 5), (39665327, 5), (39231143, 5), (8869099, 5), (30904180, 5), (31194488, 5), (41396609, 5), (19884490, 5), (37136683, 5), (43402514, 5), (30803083, 5), (32881007, 5), (21817661, 5), (21036806, 5)]"
27567893,"[(28351128, 5), (30657016, 5), (33431103, 5), (18987793, 5), (31082839, 5), (31049768, 5), (33996950, 5), (7907152, 5), (30308857, 5), (31867822, 5), (39231143, 5), (39472341, 5), (39190622, 5), (39118970, 5), (33100626, 5), (3641989, 5), (31194488, 5), (43511468, 5), (41396609, 5), (21817589, 5)]"
205238350,"[(33431103, 5), (18987793, 5), (33996950, 5), (26172294, 5), (30308857, 5), (41396609, 5), (43402514, 5), (32881007, 5), (21817661, 5), (21036806, 5), (34556071, 5), (30378589, 5), (31093143, 5), (28008376, 5), (21807270, 5), (36663454, 5), (17531250, 5), (43685560, 5), (25159330, 5), (22440323, 5)]"
333340747,"[(27481060, 4.821449977702405), (33668478, 4.821159058319947), (24413485, 4.805900614824689), (27263823, 4.800216598274021), (32902030, 4.793381443109205), (42221593, 4.7900930449505), (29973656, 4.789671652721952), (40211428, 4.786372243618051), (37642263, 4.778558075789421), (11535208, 4.777403908622375), (21404609, 4.775538533042833), (29343891, 4.774163447824691), (21899289, 4.773794610480698), (17770297, 4.771971421718017), (29774351, 4.770069621890813), (39264230, 4.770044581039647), (33502399, 4.768415099362001), (36513198, 4.767298136579984), (39065492, 4.76719883505266), (22440323, 4.765958564368784)]"
131481572,"[(18987793, 5), (30308857, 5), (37349609, 5), (39231143, 5), (39118970, 5), (41396609, 5), (43402514, 5), (32881007, 5), (21036806, 5), (30378589, 5), (21807270, 5), (43685560, 5), (25159330, 5), (22440323, 5), (45034183, 5), (32902030, 5), (32027859, 5), (36649237, 5), (26892483, 5), (29343891, 5)]"
14473053,"[(28163472, 5), (29913577, 5), (40211428, 5), (24413485, 4.997365258344571), (38219757, 4.99542577042524), (40416479, 4.994187087032467), (36806697, 4.988795969702363), (33502399, 4.985641637568432), (23804016, 4.979349101079684), (21451410, 4.976236131187865), (21899289, 4.975757953774276), (39903897, 4.975596415984167), (23237908, 4.970625932247351), (39065492, 4.970402513697043), (29343891, 4.970261213741857), (29079706, 4.969724055416028), (19106073, 4.969409146099089), (40998316, 4.968754550099507), (37605310, 4.96792569530538), (27481060, 4.966969861814624)]"
297230648,"[(40437593, 5), (30657016, 5), (33431103, 5), (18987793, 5), (31082839, 5), (30308857, 5), (37349609, 5), (39231143, 5), (39472341, 5), (39190622, 5), (33100626, 5), (31194488, 5), (43511468, 5), (41396609, 5), (21817589, 5), (19884490, 5), (37136683, 5), (32778335, 5), (43402514, 5), (37774465, 5)]"
68698963,"[(31763537, 5), (33896167, 5), (29774351, 5), (24413485, 4.991237573361413), (23180534, 4.985055712334823), (28564681, 4.983986416999638), (40211428, 4.980583374179316), (33502399, 4.979327905493492), (24088536, 4.977755279728641), (39792830, 4.977574413732479), (30308857, 4.976873831064406), (25090374, 4.976056198235007), (32902030, 4.972055217996803), (24195848, 4.968022270000331), (33632319, 4.966461442216371), (23638918, 4.962332193358756), (18232869, 4.961622914228243), (40416479, 4.960696895544972), (21899289, 4.960080411964743), (33204557, 4.958293232446644)]"
128507827,"[(40437593, 5), (37065517, 5), (33431103, 5), (24464203, 5), (18987793, 5), (7907152, 5), (26172294, 5), (30308857, 5), (37349609, 5), (39665327, 5), (30699765, 5), (39231143, 5), (39190622, 5), (34002480, 5), (35972801, 5), (22203659, 5), (33100626, 5), (34193824, 5), (4112671, 5), (37467065, 5)]"
144226249,"[(40211428, 4.712466335681993), (23804016, 4.712060930819915), (21404609, 4.711462859419633), (29774351, 4.707493185869769), (24413485, 4.699563349471513), (20355785, 4.691656274480347), (36710669, 4.6901012026627225), (33502399, 4.6819659465101084), (37935504, 4.681380830643288), (32902030, 4.681209303043348), (35580646, 4.674713397027526), (27538401, 4.673658976204218), (39264230, 4.673474809758065), (29343891, 4.673096979130818), (17770297, 4.672726685121006), (30833751, 4.6712238432723625), (37722490, 4.67112531928581), (29913577, 4.670254433886836), (21899289, 4.669810831896363), (18232869, 4.669607578114998)]"
20595123,"[(36458090, 4.949333839882935), (40211428, 4.941714595463443), (24413485, 4.934695630507524), (45034183, 4.934451500095712), (11535208, 4.91729649072914), (39264230, 4.911836250649139), (33502399, 4.910127299594339), (27481060, 4.906393551379896), (24195848, 4.905131834012842), (33680124, 4.904731449510388), (27538401, 4.902778345871883), (29913577, 4.902464438119127), (32630854, 4.901064895695129), (18232869, 4.897631799171453), (37371752, 4.8959590013279435), (17770297, 4.89481927465846), (37722490, 4.894271787386437), (29343891, 4.89344540788588), (26078552, 4.893378562034893), (34848060, 4.892939509236365)]"
27450858,"[(40437593, 5), (22486307, 5), (28351128, 5), (30657016, 5), (37065517, 5), (33431103, 5), (24464203, 5), (21658949, 5), (18987793, 5), (31082839, 5), (25920144, 5), (33996950, 5), (37238909, 5), (7907152, 5), (26172294, 5), (30308857, 5), (37349609, 5), (31867822, 5), (40268776, 5), (39665327, 5)]"
46388156,"[(22486307, 5), (30308857, 5), (37349609, 5), (34405037, 5), (41396609, 5), (19884490, 5), (37136683, 5), (43402514, 5), (30378589, 5), (30723917, 5), (43685560, 5), (45034183, 5), (43686365, 5), (32902030, 5), (38614865, 5), (26892483, 5), (29343891, 5), (34835260, 5), (32647121, 5), (22281095, 5)]"
347973,"[(18987793, 5), (31082839, 5), (30308857, 5), (41396609, 5), (43402514, 5), (32881007, 5), (21036806, 5), (34556071, 5), (30378589, 5), (21807270, 5), (17531250, 5), (43685560, 5), (45034183, 5), (32902030, 5), (26892483, 5), (41002394, 5), (29343891, 5), (21036353, 5), (39182671, 5), (20460717, 5)]"
236011544,"[(30308857, 5), (43402514, 5), (21036806, 5), (30378589, 5), (43685560, 5), (45034183, 5), (32902030, 5), (26892483, 5), (29343891, 5), (22281095, 5), (36458090, 5), (24195848, 5), (31994455, 5), (22350458, 5), (34157577, 5), (33896167, 5), (21371584, 5), (33943284, 5), (22944804, 5), (22707622, 5)]"
171572694,"[(32902030, 4.374785012282163), (40211428, 4.37325831538597), (24413485, 4.3657710717867895), (23180534, 4.342176149650332), (29913577, 4.338991326584262), (33502399, 4.336951099621482), (24195848, 4.334185059389792), (29343891, 4.333469212571397), (24959348, 4.328117653666457), (21899289, 4.327674189140931), (37935504, 4.324815041556618), (18232869, 4.3245784363150515), (36458090, 4.323730640304265), (21772030, 4.323519023247876), (37642263, 4.313648292571139), (17770297, 4.312515969884798), (41861593, 4.312255675151815), (21451410, 4.31137750328634), (44078537, 4.31099084650347), (35921821, 4.308914488776951)]"
